note_source note,title,identifier_PPNanalog,recordIdentifier,classification,dateIssued,accessCondition_use and reproduction,accessCondition_restriction on access,form_material,form_form,extent,coordinates,identifier_ark,subject,canton,documentType,fileUrl,iiifUrl,roleTerm_code,namePart_family,namePart_given,displayForm_personal,topic,state,geographic
,Stadt Zug mit der St. Michaels Kirche von der Schönegg oder vom Guggi aus gesehen.,TF_GP_02484,BibZug_TD_23_02484,Bibliothek Zug#Glasplatten,1903,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,,9x12,"47.1610130055, 8.52036086533",ark:/63274/bz1807c,Ortsbild,Zug,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_02484/800/0/TD_23_02484.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_02484/files/images/TD_23_02484.jpg'}],,,,,,,
"Stadt Zug mit den drei Wehrtürmen, Huwiler, Kapuziner und Knopfli. Links im Bild die Burg Zug und das Burgbach Schulhaus erkennbar; Rechts im Bild das Haus Daheim. Vermutlich von der Kirche St. Michael aus gesehen.","Stadt Zug mit den drei Wehrtürmen, Huwiler, Kapuziner und Knopfli",TF_GP_02485,BibZug_TD_23_02485,Bibliothek Zug#Glasplatten,Undatiert,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,,9x12,"47.1642371145, 8.51806909723",ark:/63274/bz14945,Ortsbild,Zug,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_02485/800/0/TD_23_02485.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_02485/files/images/TD_23_02485.jpg'}],,,,,,,
Stadt Zug nach 1902 vom der St. Verena oder dem Röthelberg aus gesehen. Links im Bild die Kirche St. Oswald; mittig der Zytturm und das Burgbach Schulhaus; rechts im Bild der Kapuzinerturm,Stadt Zug nach 1902 von der St. Verena oder dem Röthelberg aus gesehen,TF_GP_02486,BibZug_TD_23_02486,Bibliothek Zug#Glasplatten,Nach 1902,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,,9x12,"47.1650701672, 8.52554382525",ark:/63274/bz10m1z,Ortsbild,Zug,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_02486/800/0/TD_23_02486.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_02486/files/images/TD_23_02486.jpg'}],,,,,,,
"Die Stadt Zug nach 1902 von Osten aus gesehen. Man erkennt die St. Oswalds Kirche, den Zytturm und das Burgbachschulhaus im Hintergrund. Bei dem Gebäude im Vordergrund handelt es sich um ein 1605 erbautes Landhaus im Gebiet Schönbühl.",Blick über die Stadt Zug,TF_GP_02487,BibZug_TD_23_02487,Bibliothek Zug#Glasplatten,1902 - 1912,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Geschichte,9x12,"47.1650701672, 8.52554382525",ark:/63274/bz1vs9s,Ortsbild,Zug,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_02487/800/0/TD_23_02487.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_02487/files/images/TD_23_02487.jpg'}],,,,,,,
"Stadt Zug mit den drei Wehrtürmen, Huwiler, Kapuziner und Knopfli. Vermutlich von der Kirche St. Michael aus.","Stadt Zug mit den drei Wehrtürmen, Huwiler, Kapuziner und Knopfli",TF_GP_02488,BibZug_TD_23_02488,Bibliothek Zug#Glasplatten,Undatiert,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,,9x12,"47.1642371145, 8.51806909723",ark:/63274/bz1r35h,Ortsbild,Zug,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_02488/800/0/TD_23_02488.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_02488/files/images/TD_23_02488.jpg'}],,,,,,,
"Stadt Zug, Pulvertrum und Casino mit Zugersee. Vom Turm der Kirche St. Michael aus gesehen.","Stadt Zug, Pulvertrum und Casino mit Zugersee, ZG",TF_GP_02489,BibZug_TD_23_02489,Bibliothek Zug#Glasplatten,Undatiert,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,,9x12,"47.1644777602, 8.5140064658",ark:/63274/bz1m940,Ortsbild,Zug,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_02489/800/0/TD_23_02489.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_02489/files/images/TD_23_02489.jpg'}],,,,,,,
"Altstadt von Zug mit dem alten Zeughaus, Pulverturm, Burg und der St. Oswaldskirche im Vordergrund. Gut sichtbar die alte Strassenführung der Zugerbergstrasse vor dem Bau der Tramlinie","Altstadt von Zug mit dem alten Zeughaus, Pulverturm, Burg und der St. Oswaldskirche im Vordergrund",TF_GP_02490,BibZug_TD_23_02490,Bibliothek Zug#Glasplatten,1902,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,,9x12,"47.1642983881, 8.51657479331",ark:/63274/bz1gm1s,Ortsbild,Zug,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_02490/800/0/TD_23_02490.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_02490/files/images/TD_23_02490.jpg'}],,,,,,,
"Altstadt von Zug mit dem alten Zeughaus, Pulverturm, Burg und der St. Oswaldskirche im Vordergrund. Die 1907 gebaut Tramlinie inkl. Trambahn ist gut sichtbar","Altstadt von Zug mit dem alten Zeughaus, Pulverturm, Burg und der St. Oswaldskirche im Vordergrund.",TF_GP_02491,BibZug_TD_23_02491,Bibliothek Zug#Glasplatten,Nach 1907,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Verkehr,9x12,"47.1642983881, 8.51657479331",ark:/63274/bz1bs9m,Verkehr,Zug,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_02491/800/0/TD_23_02491.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_02491/files/images/TD_23_02491.jpg'}],,,,,,,
"Die Stadt Zug nach 1902 von Osten aus gesehen. Man erkennt die St. Oswalds Kirche, den Zytturm und das Burgbachschulhaus im Hintergrund. Bei dem Gebäude im Vordergrund handelt es sich um ein 1605 erbautes Landhaus im Gebiet Schönbühl.",Blick über die Stadt Zug,TF_GP_02492,BibZug_TD_23_02492,Bibliothek Zug#Glasplatten,1902 - 1912,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Geschichte,9x12,"47.1650701672, 8.52554382525",ark:/63274/bz1736r,Ortsbild,Zug,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_02492/800/0/TD_23_02492.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_02492/files/images/TD_23_02492.jpg'}],,,,,,,
"Altstadt von Zug mit dem alten Zeughaus, Pulverturm, Burg und der St. Oswaldskirche im Vordergrund.","Altstadt von Zug mit dem alten Zeughaus, Pulverturm, Burg und der St. Oswaldskirche im Vordergrund.",TF_GP_02493,BibZug_TD_23_02493,Bibliothek Zug#Glasplatten,1901,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,,9x12,"47.1642983881, 8.51657479331",ark:/63274/bz1394t,Ortsbild,Zug,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_02493/800/0/TD_23_02493.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_02493/files/images/TD_23_02493.jpg'}],,,,,,,
,"Altstadt von Zug mit dem alten Zeughaus, Pulverturm, Burg und der St. Oswaldskirche im Vordergrund.",TF_GP_02494,BibZug_TD_23_02494,Bibliothek Zug#Glasplatten,1901,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,,9x12,"47.1642983881, 8.51657479331",ark:/63274/bz1zm1m,Ortsbild,Zug,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_02494/800/0/TD_23_02494.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_02494/files/images/TD_23_02494.jpg'}],,,,,,,
"Altstadt von Zug mit dem alten Zeughaus, Pulverturm, Burg und der St. Oswaldskirche im Vordergrund. Vom Röthel oder Rosenberg aus gesehen.","Altstadt von Zug mit dem alten Zeughaus, Pulverturm, Burg und der St. Oswaldskirche im Vordergrund.",TF_GP_02495,BibZug_TD_23_02495,Bibliothek Zug#Glasplatten,1901,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,,9x12,"47.1642983881, 8.51657479331",ark:/63274/bz1ts9f,Ortsbild,Zug,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_02495/800/0/TD_23_02495.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_02495/files/images/TD_23_02495.jpg'}],,,,,,,
"Die Stadt Zug nach 1902 von Osten aus gesehen. Man erkennt die St. Oswalds Kirche, den Zytturm und das Burgbachschulhaus im Hintergrund. Bei dem Gebäude im Vordergrund handelt es sich um ein 1605 erbautes Landhaus im Gebiet Schönbühl.",Die Stadt und der See von Osten aus gesehen 01,TF_GP_02496,BibZug_TD_23_02496,Bibliothek Zug#Glasplatten,1902,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Geschichte,9x12,"47.1650701672, 8.52554382525",ark:/63274/bz1q36k,Architektur,Zug,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_02496/800/0/TD_23_02496.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_02496/files/images/TD_23_02496.jpg'}],,,,,,,
"Die Stadt Zug nach 1902 von Osten aus gesehen. Man erkennt die St. Oswalds Kirche, den Zytturm und das Burgbachschulhaus im Hintergrund. Bei dem Gebäude im Vordergrund handelt es sich um ein 1605 erbautes Landhaus im Gebiet Schönbühl.",Die Stadt und der See von Osten aus gesehen 02,TF_GP_02497,BibZug_TD_23_02497,Bibliothek Zug#Glasplatten,1902,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Geschichte,9x12,"47.1650701672, 8.52554382525",ark:/63274/bz1k94n,Architektur,Zug,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_02497/800/0/TD_23_02497.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_02497/files/images/TD_23_02497.jpg'}],,,,,,,
,Die Stadt und der See von Osten aus gesehen 03,TF_GP_02498,BibZug_TD_23_02498,Bibliothek Zug#Glasplatten,1902,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,,9x12,"47.1650701672, 8.52554382525",ark:/63274/bz1fm1f,Ortsbild,Zug,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_02498/800/0/TD_23_02498.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_02498/files/images/TD_23_02498.jpg'}],,,,,,,
"Die Stadt und der See von Osten aus gesehen. Im Vordergrund sieht man eine Villa im Gebiet um das Schönbühl, welche aus dem Jahr 1605 stammt. Die Gegend nordöstlich der Altstadt wurde im frühen 20. Jahrhundert ein beliebtes Quartier für Villen und Landhäuser.",Die Stadt und der See von Osten aus gesehen 04,TF_GP_02499,BibZug_TD_23_02499,Bibliothek Zug#Glasplatten,1902,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Geschichte,9x12,"47.1650701672, 8.52554382525",ark:/63274/bz19s8v,Architektur,Zug,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_02499/800/0/TD_23_02499.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_02499/files/images/TD_23_02499.jpg'}],,,,,,,
Die Stadt und der See von Osten aus gesehen 13,Die Stadt und der See von Osten aus gesehen 13,TF_GP_02508,BibZug_TD_23_02508,Bibliothek Zug#Glasplatten,1902,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,,9x12,"47.1650701672, 8.52554382525",ark:/63274/bz1636d,Ortsbild,Zug,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_02508/800/0/TD_23_02508.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_02508/files/images/TD_23_02508.jpg'}],,,,,,,
Stadt Zug vom See aus gesehen. Ein Dampfschiff (Stadt Zug?) ist erkennbar.,Stadt Zug vom See aus gesehen.,TF_GP_02536,BibZug_TD_23_02536,Bibliothek Zug#Glasplatten,1901,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,,9x12,"47.1673917646, 8.51443784613",ark:/63274/bz1pw8s,Ortsbild,Zug,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_02536/800/0/TD_23_02536.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_02536/files/images/TD_23_02536.jpg'}],,,,,,,
,"Eine Villa, vermutlich am Zugersee",TF_GP_02556,BibZug_TD_23_02556,Bibliothek Zug#Glasplatten,Undatiert,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,,9x12,,ark:/63274/bz1dh2c,,Zug,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_02556/800/0/TD_23_02556.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_02556/files/images/TD_23_02556.jpg'}],,,,,,,
,"Eine Villa, vermutlich am Ägerisee in Oberägeri",TF_GP_02594,BibZug_TD_23_02594,Bibliothek Zug#Glasplatten,Undatiert,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,,10x15,"47.1342896033, 8.61177037312",ark:/63274/bz18m1q,,Zug,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_02594/800/0/TD_23_02594.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_02594/files/images/TD_23_02594.jpg'}],pht,Oetiker,Eugen,"Oetiker, Eugen",,,
Der Zugersee mit der Rigi im Hintergrund; von Eiola aus gesehen.,Der Zugersee mit der Rigi im Hintergrund,TF_GP_02571,BibZug_TD_23_02571,Bibliothek Zug#Glasplatten,1903,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,,9x12,"47.12525899248918, 8.496486231425296",ark:/63274/bz1g94m,Natur,Zug,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_02571/800/0/TD_23_02571.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_02571/files/images/TD_23_02571.jpg'}],,,,,,,
"Auf dem Bild ist die Pension Guggithal oberhalb von Zug, die Aufnahme zeigt das Gebäude von Süden her.  Der 1877 zuerst nur zweiachsig angebaute Esssaalanbau, Veranda genannt, wurde 1915 erweitert und schliesslich 1935 abgebrochen und ersetzt.",Pension Guggithal,TF_GP_02646,BibZug_TD_23_02646,Bibliothek Zug#Glasplatten,1900 - 1915,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,,13x18,"47.15696275840307, 8.518849546912714",ark:/63274/bz1kq0j,Architektur,Zug,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_02646/800/0/TD_23_02646.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_02646/files/images/TD_23_02646.jpg'}],,,,,,,
"Die Grabnestrasse in Zug. Im Vordergrund sieht man das zwischen 1866 und 1867 im Stil des Historismus erbaute Wohn- und Geschäftshaus zum ""Unteren"" oder ""neuem Schwert"". In der Strasse sind die Schienen der Tramlinie der Zuger Berg- und Strassenbahn sind noch nicht zu sehen.",Grabenstrasse Ecke Kirchenstrasse in Zug,TF_GP_02817,BibZug_TD_23_02817,Bibliothek Zug#Glasplatten,1897 - 1907,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Geschichte,13x18,"47.1649976927, 8.51479916138",ark:/63274/bz1108c,Architektur,Zug,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_02817/800/0/TD_23_02817.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_02817/files/images/TD_23_02817.jpg'}],,,,,,,
"Das Haus Nummer 27 an der Artherstrasse, welches zwischen 1855 und 1857 von Adolf Uttinger für Burgergemeinde Zug erbaut wurde. Das Gebäude diente zunächst als Kranken- und Pfrundanstalt, später dann als Bürger- und Kantonsspital.",Altes Bürgerspital,TF_GP_02949,BibZug_TD_23_02949,Bibliothek Zug#Glasplatten,1900 - 1910,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Geschichte,13x18,"47.1599915703697, 8.513292970534943",ark:/63274/bz1bq1j,Dokumentation,Zug,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_02949/800/0/TD_23_02949.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_02949/files/images/TD_23_02949.jpg'}],,,,,,,
,Unbekanntes Gebäude,TF_GP_02950,BibZug_TD_23_02950,Bibliothek Zug#Glasplatten,Undatiert,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,,13x18,,ark:/63274/bz16x01,,Zug,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_02950/800/0/TD_23_02950.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_02950/files/images/TD_23_02950.jpg'}],,,,,,,
"Das 1909 erbaute Hotel und Seminarhaus Ländli bei Oberägeri, im Vordergrund ist der Ägerisee zu sehen. Das Seminarhaus ist noch eingerüstet, eventuell nach dem Neubau.","Hotel und Seminarhaus Ländli bei Oberägeri am See
Spiegelverkehrt",TF_GP_03016,BibZug_TD_23_03016,Bibliothek Zug#Glasplatten,1949 - 1959,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Geschichte,13x18,"47.1302117325, 8.63121363794",ark:/63274/bz1037r,Tourismus,Zug,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_03016/800/0/TD_23_03016.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_03016/files/images/TD_23_03016.jpg'}],,,,,,,
Eine Gruppe Wanderer des S.A.C. mit einer ausgestopfte Gämse als Maskottchen bei einer Tour zum Haupt bei Melchsee-Frutt.,Eine Gruppe Wanderer des S.A.C.,TF_GP_03209,BibZug_TD_23_03209,Bibliothek Zug#Glasplatten,1894,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Geschichte,13x18,"46.7744589937, 8.26801519264",ark:/63274/bz12094,Personen,Obwalden,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_03209/800/0/TD_23_03209.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_03209/files/images/TD_23_03209.jpg'}],pht,Weber-Strebel,Joseph Maria,"Weber-Strebel, Joseph Maria",,,
Mitglieder des Schweizer Alpen Clubs vor dem Hospitz beim Gotthardpass.,Eine Gruppe des SAC beim Gotthard,TF_GP_03309,BibZug_TD_23_03309,Bibliothek Zug#Glasplatten,1897,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Geschichte,13x18,"46.555705400980614, 8.567288690746913",ark:/63274/bz1596b,Ortsbild,Tessin,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_03309/800/0/TD_23_03309.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_03309/files/images/TD_23_03309.jpg'}],pht,Weber-Strebel,Joseph Maria,"Weber-Strebel, Joseph Maria",,,
,"Mitglieder des Schweizer Alpen Clubs bei einem Pass, Ort unbekannt",TF_GP_03310,BibZug_TD_23_03310,Bibliothek Zug#Glasplatten,Undatiert,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,,13x18,,ark:/63274/bz11m4j,Reise,,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_03310/800/0/TD_23_03310.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_03310/files/images/TD_23_03310.jpg'}],pht,Weber-Strebel,Joseph Maria,"Weber-Strebel, Joseph Maria",,,
,Zwei Mitglieder des Schweizer Alpen Clubs bei einem Gipfelpunkt,TF_GP_03311,BibZug_TD_23_03311,Bibliothek Zug#Glasplatten,Undatiert,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,,13x18,,ark:/63274/bz1wt2m,Reise,,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_03311/800/0/TD_23_03311.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_03311/files/images/TD_23_03311.jpg'}],pht,Weber-Strebel,Joseph Maria,"Weber-Strebel, Joseph Maria",,,
,"Zwei Bergsteiger des SAC in einer schneebedeckten Bergflanke, Ort unbekannt",TF_GP_03312,BibZug_TD_23_03312,Bibliothek Zug#Glasplatten,Undatiert,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,,13x18,,ark:/63274/bz1s383,Bergfotografie,,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_03312/800/0/TD_23_03312.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_03312/files/images/TD_23_03312.jpg'}],pht,Weber-Strebel,Joseph Maria,"Weber-Strebel, Joseph Maria",,,
,Nahaufnahme des Grossen Mythen,TF_GP_03313,BibZug_TD_23_03313,Bibliothek Zug#Glasplatten,1895,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,,13x18,"47.0319781929, 8.68154868537",ark:/63274/bz1n965,Natur,Schwyz,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_03313/800/0/TD_23_03313.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_03313/files/images/TD_23_03313.jpg'}],pht,Weber-Strebel,Joseph Maria,"Weber-Strebel, Joseph Maria",,,
,Drei Männer mit einem Hund am posieren vor einer Felswand,TF_GP_03314,BibZug_TD_23_03314,Bibliothek Zug#Glasplatten,1896,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,,13x18,,ark:/63274/bz1hm4c,Reise,,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_03314/800/0/TD_23_03314.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_03314/files/images/TD_23_03314.jpg'}],pht,Weber-Strebel,Joseph Maria,"Weber-Strebel, Joseph Maria",,,
,Eine grössere Mädchenschulklasse vor dem Kloster Maria Opferung,TF_GP_03316,BibZug_TD_23_03316,Bibliothek Zug#Glasplatten,1896,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,,13x18,"47.1632290218, 8.52015464191",ark:/63274/bz1839b,Personen,Zug,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_03316/800/0/TD_23_03316.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_03316/files/images/TD_23_03316.jpg'}],pht,Weber-Strebel,Joseph Maria,"Weber-Strebel, Joseph Maria",,,
,"Drei Männer mit einem Hund am posieren vor einem Holzschuppen, Ort unbekannt",TF_GP_03318,BibZug_TD_23_03318,Bibliothek Zug#Glasplatten,1896,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,,13x18,,ark:/63274/bz10m5m,,,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_03318/800/0/TD_23_03318.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_03318/files/images/TD_23_03318.jpg'}],pht,Weber-Strebel,Joseph Maria,"Weber-Strebel, Joseph Maria",,,
,"Kleiner Kiesstrand an einem See, im Hintergrund eine hölzerne Verbauung, Ort unbekannt",TF_GP_03320,BibZug_TD_23_03320,Bibliothek Zug#Glasplatten,Undatiert,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,,13x18,,ark:/63274/bz1r38r,,,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_03320/800/0/TD_23_03320.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_03320/files/images/TD_23_03320.jpg'}],pht,Weber-Strebel,Joseph Maria,"Weber-Strebel, Joseph Maria",,,
,"Ein Bauernhaus oberhalb einer kleinen Strasse, Ort unbekannt",TF_GP_03321,BibZug_TD_23_03321,Bibliothek Zug#Glasplatten,Undatiert,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,,13x18,,ark:/63274/bz1m977,,,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_03321/800/0/TD_23_03321.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_03321/files/images/TD_23_03321.jpg'}],pht,Weber-Strebel,Joseph Maria,"Weber-Strebel, Joseph Maria",,,
